Unnamed: 0,State,Hospital_Name,City,Staffed_Beds,Total_Discharges,Patient_Days,Gross_Patient_Revenue
66,NC,Mission Saint Joseph Campus,Asheville,0,0,0,$0
67,NC,Nash General Hospital,Rocky Mount,345,"11,701","55,753","$1,104,959"
68,NC,Naval Hospital Camp Lejeune,Camp Lejeune,0,0,0,$0
69,NC,North Carolina Specialty Hospital,Durham,18,646,"1,749","$154,431"
70,NC,Northern Regional Hospital,Mount Airy,133,"3,805","17,820","$254,534"
71,NC,Novant Health Brunswick Medical Center,Bolivia,59,"4,070","18,958","$535,312"
72,NC,Novant Health Charlotte Orthopaedic Hospital,Charlotte,80,"3,449","8,860","$299,094"
73,NC,Novant Health Forsyth Medical Center,Winston-Salem,924,"35,071","239,966","$4,626,868"
74,NC,Novant Health Huntersville Medical Center,Huntersville,135,"7,305","34,151","$885,658"
75,NC,Novant Health Kernersville Medical Center,Kernersville,0,0,0,$0
76,NC,Novant Health Matthews Medical Center,Matthews,157,"10,128","50,493","$984,673"
77,NC,Novant Health Medical Park Hospital,Winston-Salem,22,853,"2,781","$237,797"
78,NC,Novant Health Mint Hill Medical Center,Mint Hill,36,"2,987","12,562","$361,346"
79,NC,Novant Health New Hanover Orthopedic Hospital,Wilmington,94,"3,813","15,775","$70,996"
80,NC,Novant Health New Hanover Regional Medical Center,Wilmington,800,"33,892","207,819","$4,416,491"
81,NC,Novant Health Presbyterian Medical Center,Charlotte,662,"27,118","171,530","$4,241,465"
82,NC,Novant Health Rowan Medical Center,Salisbury,219,"8,377","51,108","$1,066,833"
83,NC,Novant Health Thomasville Medical Center,Thomasville,106,"3,523","15,105","$389,775"
84,NC,Onslow Memorial Hospital,Jacksonville,162,"6,496","30,961","$470,895"
85,NC,Person Memorial Hospital,Roxboro,98,550,"2,745","$177,456"
86,NC,Randolph Health,Asheboro,145,"6,169","19,899","$718,282"
87,NC,Rutherford Regional Health System,Rutherfordton,133,"2,118","10,331","$389,600"
88,NC,Sampson Regional Medical Center,Clinton,67,"2,476","9,949","$196,114"
89,NC,Scotland Memorial Hospital,Laurinburg,104,"6,537","28,144","$714,413"
90,NC,Sentara Albemarle Medical Center,Elizabeth City,98,"4,562","20,344","$472,535"
91,NC,The Moses H. Cone Memorial Hospital,Greensboro,878,"40,018","212,096","$4,046,966"
92,NC,UNC Health Blue Ridge,Morganton,156,"6,457","31,871","$1,115,500"
93,NC,UNC Health Johnston Health Clayton,Clayton,0,0,0,$0
94,NC,UNC Health Pardee,Hendersonville,160,"7,585","31,801","$1,069,153"
95,NC,UNC Health Southeastern,Lumberton,294,"11,438","61,307","$919,623"
96,NC,UNC Hospitals Hillsborough Campus,Hillsborough,0,0,0,$0
97,NC,UNC Medical Center,Chapel Hill,932,"32,016","260,284","$6,433,538"
98,NC,UNC Rex Healthcare,Raleigh,609,"27,234","147,347","$3,829,053"
99,NC,UNC Rockingham Health Care,Eden,229,"2,236","10,496","$153,979"
100,NC,W.G. (Bill) Hefner Salisbury Department of Veterans Affairs Medical Center,Salisbury,0,0,0,$0
101,NC,Wake Forest Baptist Health Davie Medical Center,Bermuda Run,50,"1,848","5,631","$436,032"
102,NC,WakeMed Cary Hospital,Cary,189,"13,846","61,651","$1,288,041"
103,NC,WakeMed North Hospital,Raleigh,0,0,0,$0
104,NC,WakeMed Raleigh Campus,Raleigh,720,"36,142","205,037","$4,664,169"
105,NC,Watauga Medical Center,Boone,95,"3,784","18,796","$556,281"
106,NC,Wayne UNC Health Care,Goldsboro,245,"9,201","49,403","$703,348"
107,NC,Wilmington Treatment Center,Wilmington,92,910,"23,012","$69,717"
108,NC,Wilson Medical Center,Wilson,131,"5,497","30,257","$695,328"
109,NC,Womack Army Medical Center,Fort Bragg,0,0,0,$0
0,ND,Altru Hospital,Grand Forks,281,"9,394","47,197","$1,580,927"
1,ND,CHI Saint Alexius Health Bismarck,Bismarck,202,"6,785","32,404","$630,751"
2,ND,Essentia Health - Fargo,Fargo,142,"7,327","41,120","$1,176,721"
3,ND,Fargo VA Health Care System,Fargo,0,0,0,$0
4,ND,Quentin N. Burdick Memorial Health Care Facility,Belcourt,27,481,"1,999",$0
5,ND,Sanford Medical Center - Bismarck,Bismarck,242,"12,299","61,630","$1,619,770"
6,ND,Sanford Medical Center Fargo,Fargo,544,"26,070","145,001","$3,702,672"
7,ND,Sanford South University Medical Center,Fargo,145,"2,887","14,376","$125,251"
8,ND,Trinity Hospital,Minot,428,"7,165","37,647","$1,341,979"
0,NE,Bellevue Medical Center,Bellevue,44,"3,964","14,428","$392,151"
1,NE,Bryan East Campus,Lincoln,612,"25,520","131,275","$2,448,745"
2,NE,Bryan Health Kearney Regional Medical Center,Kearney,93,"2,307","13,057","$480,282"
3,NE,Bryan West Campus,Lincoln,230,"7,683","43,032","$321,868"
4,NE,CHI Health Creighton University Medical Center - Bergan Mercy,Omaha,389,"16,282","93,644","$1,927,458"
5,NE,CHI Health Good Samaritan,Kearney,195,"5,151","25,800","$550,120"
6,NE,CHI Health Immanuel,Omaha,232,"5,538","32,328","$713,672"
7,NE,CHI Health Lakeside,Omaha,114,"5,348","26,272","$671,950"
8,NE,CHI Health Midlands,Papillion,28,906,"3,368","$160,147"
9,NE,CHI Health Nebraska Heart,Lincoln,54,"1,575","5,174","$196,810"
10,NE,CHI Health Saint Elizabeth,Lincoln,137,"6,500","31,917","$525,903"
11,NE,CHI Health St. Francis,Grand Island,136,"4,219","18,995","$425,869"
12,NE,Columbus Community Hospital,Columbus,50,"1,669","7,476","$222,443"
13,NE,Faith Regional Health Services,Norfolk,129,"4,717","21,356","$506,075"
14,NE,Grand Island Regional Medical Center,Grand Island,60,"1,906","7,158","$103,517"
15,NE,Great Plains Health,North Platte,115,"4,219","18,264","$680,193"
16,NE,Lincoln Surgical Hospital,Lincoln,20,215,686,"$171,229"
17,NE,Mary Lanning Memorial Hospital,Hastings,132,"5,890","15,839","$475,812"
18,NE,Methodist Fremont Health,Fremont,176,"2,403","7,925","$333,331"
19,NE,Methodist Hospital,Omaha,374,"17,297","97,490","$1,576,649"
20,NE,Methodist Women's Hospital,Omaha,0,0,0,$0
21,NE,Midwest Surgical Hospital,Omaha,19,838,"1,545","$206,453"
22,NE,Nebraska Medical Center,Omaha,616,"24,138","175,951","$4,059,873"
23,NE,Nebraska Spine Hospital,Omaha,34,950,"2,385","$207,911"
24,NE,Omaha VA Medical Center,Omaha,0,0,0,$0
25,NE,OrthoNebraska,Omaha,24,463,743,"$233,297"
26,NE,Regional West Medical Center,Scottsbluff,158,"5,285","24,639","$692,932"
0,NH,Catholic Medical Center,Manchester,262,"11,544","66,768","$1,638,538"
1,NH,Cheshire Medical Center,Keene,110,"4,008","17,241","$773,283"
2,NH,Concord Hospital,Concord,221,"10,189","60,580","$1,882,758"
3,NH,Concord Hospital-Laconia,Laconia,86,"2,690","12,110","$401,749"
4,NH,Dartmouth Hitchcock Medical Center,Lebanon,422,"17,377","117,605","$3,571,109"
5,NH,Elliot Hospital,Manchester,260,"11,156","69,274","$1,538,827"
6,NH,Exeter Hospital,Exeter,99,"4,305","24,308","$869,054"
7,NH,Frisbie Memorial Hospital,Rochester,68,"2,415","11,844","$384,466"
8,NH,Manchester VA Medical Center,Manchester,0,0,0,$0
9,NH,Parkland Medical Center,Derry,86,"3,660","16,727","$859,536"
10,NH,Portsmouth Regional Hospital,Portsmouth,184,"8,600","46,797","$1,815,838"
11,NH,Saint Joseph Hospital,Nashua,208,"4,289","20,670","$710,451"
12,NH,Southern New Hampshire Medical Center,Nashua,135,"6,999","35,141","$747,357"
13,NH,Wentworth-Douglass Hospital,Dover,118,"8,012","43,681","$1,710,088"
0,NJ,Palisades Medical Center,North Bergen,186,"6,567","31,596","$868,235"
1,NJ,"AtlantiCare Regional Medical Center, Atlantic City Campus",Atlantic City,540,"25,581","127,462","$3,646,443"
2,NJ,"AtlantiCare Regional Medical Center, Mainland Campus",Pomona,0,0,0,$0
3,NJ,Bayonne Medical Center,Bayonne,152,"4,004","21,452","$2,340,765"
4,NJ,Bayshore Medical Center,Holmdel,175,"7,654","40,326","$928,987"
5,NJ,Bergen New Bridge Medical Center,Paramus,"1,020","4,260","17,034","$539,821"
6,NJ,Cape Regional Medical Center,Cape May Court House,149,"6,281","26,701","$903,199"
7,NJ,Capital Health Medical Center - Hopewell,Pennington,203,"11,145","60,204","$6,390,189"
8,NJ,Capital Health Regional Medical Center,Trenton,179,"6,943","49,588","$4,594,857"
9,NJ,CareWell Health Medical Center,East Orange,201,"4,178","19,879","$429,945"
10,NJ,CentraState Medical Center,Freehold,239,"12,310","64,053","$1,144,597"
11,NJ,Chilton Medical Center,Pompton Plains,200,"7,954","35,608",$0
12,NJ,Christ Hospital,Jersey City,163,"5,617","38,324","$3,089,150"
13,NJ,Clara Maass Medical Center,Belleville,342,"13,505","73,834","$1,626,392"
14,NJ,Community Medical Center,Toms River,438,"23,278","116,408","$2,298,168"
15,NJ,Cooper University Hospital,Camden,564,"33,090","186,283","$5,694,688"
16,NJ,Cooperman Barnabas Medical Center,Livingston,544,"32,919","164,215","$3,811,641"
17,NJ,Deborah Heart and Lung Center,Browns Mills,86,"3,838","21,081","$1,076,332"
18,NJ,East Orange VA Medical Center,East Orange,0,0,0,$0
19,NJ,Englewood Health,Englewood,288,"14,711","68,791","$5,326,963"
20,NJ,Hackensack Meridian Mountainside Medical Center,Montclair,219,"9,216","41,683","$1,252,232"
21,NJ,Hackensack Meridian Pascack Valley Medical Center,Westwood,78,"4,111","15,694","$530,067"
22,NJ,Hackensack Meridian Southern Ocean Medical Center,Manahawkin,167,"7,604","34,684","$1,068,228"
23,NJ,Hackensack University Medical Center,Hackensack,702,"40,402","223,864","$6,449,047"
24,NJ,Hackettstown Medical Center,Hackettstown,82,"3,859","18,202","$721,513"
25,NJ,Hoboken University Medical Center,Hoboken,180,"3,718","19,516","$2,473,233"
26,NJ,Holy Name Medical Center,Teaneck,312,"9,285","57,100","$1,775,219"
27,NJ,Hudson Regional Hospital,Secaucus,106,"3,803","14,178","$1,088,646"
28,NJ,Hunterdon Medical Center,Flemington,184,"8,070","39,644","$1,151,341"
29,NJ,Inspira Medical Center Elmer,Elmer,275,"13,139","65,690","$1,701,543"
30,NJ,Inspira Medical Center Mullica Hill,Mullica Hill,0,0,0,$0
31,NJ,Inspira Medical Center Vineland,Vineland,347,"15,668","81,379","$2,358,267"
32,NJ,Jefferson Washington Township Hospital,Turnersville,0,0,0,$0
33,NJ,Jefferson Cherry Hill Hospital,Cherry Hill,546,"25,430","123,152","$3,780,605"
34,NJ,Jefferson Stratford Hospital,Stratford,0,0,0,$0
35,NJ,Jersey City Medical Center,Jersey City,340,"15,024","68,514","$2,067,116"
36,NJ,Jersey Shore University Medical Center,Neptune,604,"32,203","164,101","$4,294,402"
37,NJ,JFK University Medical Center,Edison,439,"19,037","94,966","$2,939,630"
38,NJ,"LTACH - CareOne at Hackensack University Medical Center, Pascack Valley",Westwood,0,0,0,$0
39,NJ,LTACH CareOne at Trinitas Regional Medical Center,Elizabeth,0,0,0,$0
40,NJ,Lyons VA Medical Center,Lyons,0,0,0,$0
41,NJ,Monmouth Medical Center,Long Branch,291,"20,344","63,333","$1,707,687"
42,NJ,Monmouth Medical Center Southern Campus,Lakewood,201,"5,426","36,727","$695,262"
43,NJ,Morristown Medical Center,Morristown,739,"41,675","205,621",$0
44,NJ,Newark Beth Israel Medical Center,Newark,470,"17,466","111,808","$2,640,826"
45,NJ,Newton Medical Center,Newton,155,"7,930","37,553","$1,727,569"
46,NJ,Ocean University Medical Center,Brick,355,"15,968","79,739","$2,065,752"
47,NJ,Old Bridge Medical Center,Old Bridge,0,0,0,$0
48,NJ,Overlook Medical Center,Summit,482,"21,622","95,000",$0
49,NJ,Princeton House Behavioral Health,Princeton,0,0,0,$0
50,NJ,Princeton Medical Center,Plainsboro,355,"14,725","60,316","$2,544,107"
51,NJ,Raritan Bay Medical Center,Perth Amboy,303,"11,552","58,379","$1,301,302"
52,NJ,Riverview Medical Center,Red Bank,289,"13,797","56,564","$1,501,394"
53,NJ,Robert Wood Johnson University Hospital at Rahway,Rahway,139,"5,149","27,389","$843,627"
54,NJ,Robert Wood Johnson University Hospital New Brunswick,New Brunswick,639,"32,842","188,436","$6,400,597"
55,NJ,Robert Wood Johnson University Hospital Somerset,Somerville,347,"14,037","70,727","$2,033,269"
56,NJ,RWJ University Hospital Hamilton,Hamilton,152,"6,039","32,055","$1,250,582"
57,NJ,Saint Clare's Denville Hospital,Denville,375,"13,107","52,112","$1,464,559"
58,NJ,Saint Clare's Dover Hospital,Dover,243,3,29,"$79,118"
59,NJ,Saint Joseph's University Medical Center,Paterson,698,"26,323","169,969","$3,845,991"
60,NJ,Saint Joseph's Wayne Medical Center,Wayne,141,"6,040","35,308","$310,154"
61,NJ,Saint Mary's General Hospital,Passaic,169,"5,761","26,294","$814,571"
62,NJ,Saint Michael's Medical Center,Newark,147,"5,306","27,061","$908,029"
63,NJ,Saint Peter's University Hospital,New Brunswick,354,"17,400","88,546","$3,482,542"
64,NJ,Salem Medical Center,Salem,126,"2,247","10,323","$414,564"
65,NJ,Shore Medical Center,Somers Point,199,"7,937","37,457","$1,181,806"
66,NJ,St. Luke's Warren Campus,Phillipsburg,92,"4,331","19,488","$1,369,898"
67,NJ,The University Hospital,Newark,358,"16,404","110,430","$3,023,091"
68,NJ,The Valley Hospital,Ridgewood,335,"17,641","103,298","$2,864,764"
69,NJ,Trinitas Regional Medical Center,Elizabeth,442,"7,756","41,414","$1,399,390"
70,NJ,Valley-Mount Sinai Comprehensive Cancer Care,Paramus,0,0,0,$0
71,NJ,Virtua Marlton Hospital,Marlton,0,0,0,$0
72,NJ,Virtua Mount Holly Hospital,Mount Holly,334,"15,680","67,706","$2,400,864"
73,NJ,Virtua Our Lady of Lourdes Hospital,Camden,336,"12,005","59,999","$2,860,235"
74,NJ,Virtua Voorhees Hospital,Voorhees,587,"30,414","139,329","$5,278,435"
75,NJ,Virtua Willingboro Hospital,Willingboro,169,"4,468","26,422","$778,638"
0,NM,Santa Fe Indian Hospital,Santa Fe,0,0,0,$0
1,NM,Albuquerque ER & Hospital,Albuquerque,0,0,0,$0
2,NM,Alta Vista Regional Hospital,Las Vegas,46,548,"2,715","$160,458"
3,NM,Artesia General Hospital,Artesia,34,721,"2,275","$187,195"
4,NM,Carlsbad Medical Center,Carlsbad,74,"1,568","5,876","$382,455"
5,NM,CHRISTUS Saint Vincent Regional Medical Center,Santa Fe,224,"10,448","47,779","$1,816,207"
6,NM,CHRISTUS St. Vincent Orthopaedic Specialty Clinic,Santa Fe,12,325,828,"$31,559"
7,NM,Covenant Health Hobbs Hospital,Hobbs,61,"1,979","5,693","$201,812"
8,NM,Crownpoint Health Care Facility,Crownpoint,18,273,"1,129",$0
9,NM,Eastern New Mexico Medical Center,Roswell,162,"4,996","26,606","$788,694"
10,NM,Gallup Indian Medical Center,Gallup,74,"2,486","11,575",$0
11,NM,Gerald Champion Regional Medical Center,Alamogordo,98,"3,053","12,941","$1,148,106"
12,NM,Guadalupe County Hospital,Santa Rosa,10,118,416,"$16,277"
13,NM,Los Alamos Medical Center,Los Alamos,47,539,"1,883","$164,572"
14,NM,Lovelace Medical Center,Albuquerque,286,"12,602","67,915","$2,429,128"
15,NM,Lovelace Regional Hospital,Roswell,27,"1,586","5,877","$313,120"
16,NM,Lovelace Westside Hospital,Albuquerque,86,"2,437","8,684","$516,182"
17,NM,Lovelace Women's Hospital,Albuquerque,160,"6,840","31,845","$1,260,831"
18,NM,Memorial Medical Center,Las Cruces,199,"8,470","38,217","$1,540,621"
19,NM,Mescalero Service Unit,Mescalero,6,0,0,$0
20,NM,MountainView Regional Medical Center,Las Cruces,176,"8,005","41,564","$1,319,850"
21,NM,Plains Regional Medical Center,Clovis,106,"7,969","11,188","$305,606"
22,NM,Presbyterian Espanola Hospital,Espanola,70,"1,795","6,822","$192,778"
23,NM,Presbyterian Hospital,Albuquerque,716,"43,929","207,925","$3,910,280"
24,NM,Presbyterian Kaseman Hospital,Albuquerque,85,"1,554","6,059","$215,707"
25,NM,Presbyterian Rust Medical Center,Rio Rancho,0,0,0,$0
26,NM,Presbyterian Santa Fe Medical Center,Santa Fe,36,"2,292","6,201","$218,632"
27,NM,Raymond G. Murphy VA Medical Center,Albuquerque,0,0,0,$0
28,NM,Rehoboth McKinley Christian Health Care Services Hospital,Gallup,52,"1,702","7,174","$229,056"
29,NM,Roosevelt General Hospital,Portales,12,406,"1,634","$102,527"
30,NM,San Juan Regional Medical Center,Farmington,207,"9,087","44,609","$1,028,477"
31,NM,The Heart Hospital of New Mexico at Lovelace Medical Center,Albuquerque,55,"2,817","12,085","$258,668"
32,NM,The Northern Navajo Medical Center,Shiprock,60,"1,964","9,058",$0
33,NM,Three Crosses Regional Hospital,Las Cruces,46,276,958,"$64,374"
34,NM,UNM Hospital,Albuquerque,554,"23,577","187,590","$2,487,945"
35,NM,UNM Sandoval Regional Medical Center,Rio Rancho,60,"3,152","15,260","$246,957"
36,NM,Zuni Comprehensive Health Center,Zuni,27,601,"1,817",$0
0,NV,99th Medical Group - Nellis Air Force Base,Nellis Air Force Base,0,0,0,$0
1,NV,Carson Tahoe Regional Medical Center,Carson City,211,"10,106","48,679","$1,278,237"
2,NV,Carson Tahoe Sierra Surgery,Carson City,15,746,"1,772","$104,781"
3,NV,Centennial Hills Hospital Medical Center,Las Vegas,309,"16,585","88,142","$3,383,711"
4,NV,"Dignity Health - St. Rose Dominican Hospital, Rose de Lima Campus - Henderson, NV",Henderson,10,226,"2,868","$209,727"
5,NV,Dignity Health - St. Rose Dominican Siena Campus,Henderson,326,"19,212","105,036","$3,796,524"
6,NV,Dignity Health Saint Rose Dominican North Las Vegas Campus,North Las Vegas,32,757,"2,499","$610,995"
7,NV,Dignity Health Saint Rose Dominican Sahara Campus,Las Vegas,0,0,0,$0
8,NV,Dignity Health St. Rose Dominican Blue Diamond Campus,Las Vegas,0,0,0,$0
9,NV,"Dignity Health-Saint Rose Dominican, West Flamingo Campus",Las Vegas,0,0,0,$0
10,NV,Dignity Health-St. Rose Dominican San Martin Campus,Las Vegas,130,"8,345","37,090","$1,492,022"
11,NV,Henderson Hospital,Henderson,200,"15,921","71,809","$3,533,758"
12,NV,MountainView Hospital,Las Vegas,417,"24,836","131,470","$5,551,196"
13,NV,North Las Vegas VA Medical Center,Las Vegas,0,0,0,$0
14,NV,North Vista Hospital,North Las Vegas,206,"7,428","43,335","$762,014"
15,NV,Northeastern Nevada Regional Hospital,Elko,59,"1,999","6,235",$0
16,NV,Northern Nevada Medical Center,Sparks,124,"4,559","19,971","$1,262,944"
17,NV,Northern Nevada Sierra Medical Center,Reno,0,0,0,$0
18,NV,Renown Regional Medical Center,Reno,509,"25,693","164,343","$3,792,456"
19,NV,Renown South Meadows Medical Center,Reno,138,"4,089","15,970","$663,181"
20,NV,Saint Mary's Regional Medical Center,Reno,380,"11,341","63,246","$1,300,909"
21,NV,Southern Hills Hospital & Medical Center,Las Vegas,265,"12,827","55,053","$2,727,629"
22,NV,Spring Valley Hospital Medical Center,Las Vegas,338,"16,178","89,768","$3,873,755"
23,NV,Summerlin Hospital Medical Center,Las Vegas,438,"22,461","119,601","$4,978,363"
24,NV,Sunrise Children's Hospital,Las Vegas,0,0,0,$0
25,NV,Sunrise Hospital & Medical Center,Las Vegas,718,"36,907","224,018","$9,603,473"
26,NV,UMC Children's Hospital,Las Vegas,0,0,0,$0
27,NV,University Medical Center,Las Vegas,514,"21,901","158,609","$4,123,141"
28,NV,VA Sierra Nevada Health Care System,Reno,0,0,0,$0
29,NV,Valley Hospital Medical Center,Las Vegas,297,"14,467","88,338","$3,672,506"
0,NY,Long Island Community Hospital,Patchogue,165,"8,228","46,436","$1,552,498"
1,NY,A.O. Fox Hospital,Oneonta,184,"1,509","6,988","$197,774"
2,NY,Adirondack Medical Center - Sarnac Lake,Saranac Lake,155,"1,923","7,724","$328,239"
3,NY,Albany Medical Center,Albany,789,"34,232","213,760","$3,459,069"
4,NY,Albany Stratton VA Medical Center,Albany,0,0,0,$0
5,NY,Alice Hyde Medical Center,Malone,175,907,"4,290","$244,036"
6,NY,ArchCare at Terence Cardinal Cooke Health Care Center,New York,615,1,"20,564","$178,560"
7,NY,Arnot Ogden Medical Center,Elmira,356,"7,590","42,511","$875,275"
8,NY,Auburn Community Hospital,Auburn,179,"4,893","19,795","$344,726"
9,NY,Bassett Medical Center,Cooperstown,180,"8,100","43,788","$1,282,081"
10,NY,Batavia VA Medical Center,Batavia,0,0,0,$0
11,NY,Bath VA Medical Center,Bath,0,0,0,$0
12,NY,Bellevue Woman's Center,Niskayuna,40,"2,197","11,616","$49,835"
13,NY,Bertrand Chaffee Hospital,Springville,103,836,"3,051","$53,444"
14,NY,Bon Secours Community Hospital,Port Jervis,168,"2,589","12,972","$552,377"
15,NY,"BronxCare Dr. Martin Luther King, Jr. Health Center",Bronx,558,"23,081","136,485","$1,216,549"
16,NY,BronxCare Special Care Center,Bronx,0,0,0,$0
17,NY,Brookdale University Hospital and Medical Center,Brooklyn,"1,303","21,788","152,441","$1,820,460"
18,NY,Brooklyn VA Medical Center,Brooklyn,0,0,0,$0
19,NY,Brooks- TLC Hospital System,Dunkirk,65,"1,673","7,997","$108,648"
20,NY,Buffalo General Medical Center,Buffalo,"1,068","47,014","278,923","$4,022,662"
21,NY,Buffalo VA Medical Center,Buffalo,0,0,0,$0
22,NY,Burdett Birth Center at Samaritan Hospital,Troy,0,0,0,$0
23,NY,Canandaigua VA Medical Center,Canandaigua,0,0,0,$0
24,NY,Canton-Potsdam Hospital,Potsdam,94,"4,450","20,896","$496,470"
25,NY,Catholic Health Mercy Hospital,Rockville Centre,375,"8,459","45,070","$1,296,363"
26,NY,Catholic Health Saint Catherine of Siena Hospital,Smithtown,536,"9,480","46,239","$1,119,807"
27,NY,Catholic Health Saint Charles Hospital,Port Jefferson,243,"8,806","46,047","$960,515"
28,NY,Catholic Health Saint Francis Hospital & Heart Center,Roslyn,364,"19,700","102,235","$4,053,064"
29,NY,Catholic Health St. Joseph Hospital,Bethpage,203,"5,688","29,745","$723,480"
30,NY,Cayuga Medical Center,Ithaca,124,"6,050","30,954","$588,078"
31,NY,Claxton-Hepburn Medical Center,Ogdensburg,66,"1,826","9,992","$255,232"
32,NY,Clifton Springs Hospital and Clinic,Clifton Springs,203,"1,897","13,453","$239,884"
33,NY,Columbia Memorial Hospital,Hudson,192,"3,462","26,912","$539,774"
34,NY,Cornerstone of Fresh Meadows,Fresh Meadows,0,0,0,$0
35,NY,Crouse Hospital,Syracuse,502,"17,613","123,526","$993,581"
36,NY,ECMC Hospital,Buffalo,956,"15,904","119,651","$1,364,045"
37,NY,Ellis Hospital,Schenectady,356,"13,294","73,775","$1,378,070"
38,NY,F.F. Thompson Hospital,Canandaigua,291,"4,554","25,732","$492,802"
39,NY,Flushing Hospital Medical Center,Flushing,253,"10,049","55,309","$425,954"
40,NY,Franklin Delano Roosevelt Hospital,Montrose,0,0,0,$0
41,NY,Garnet Health Medical Center,Middletown,383,"19,340","102,602","$2,005,215"
42,NY,"Garnet Health Medical Center - Catskills, Harris Campus",Harris,151,"3,429","18,120","$411,436"
43,NY,Geneva General Hospital,Geneva,462,"2,891","14,589","$286,125"
44,NY,Glen Cove Hospital,Glen Cove,119,"3,190","16,070","$694,594"
45,NY,Glens Falls Hospital,Glens Falls,391,"10,522","54,348","$1,056,464"
46,NY,Good Samaritan Hospital,Suffern,286,"13,889","66,652","$2,312,679"
47,NY,Good Samaritan University Hospital,West Islip,437,"22,808","121,091","$3,619,748"
48,NY,Guthrie Corning Hospital,Corning,65,"3,967","16,623","$671,590"
49,NY,Guthrie Cortland Medical Center,Cortland,173,"2,817","12,044","$325,249"
50,NY,HealthAlliance Hospital,Kingston,149,"5,401","26,385","$826,905"
51,NY,Helen Hayes Hospital,West Haverstraw,155,0,0,"$138,096"
52,NY,Highland Hospital,Rochester,261,"15,399","92,372","$1,136,463"
53,NY,Hospital for Special Surgery,New York,205,"12,510","35,657","$2,523,298"
54,NY,Huntington Hospital,Huntington,280,"17,282","75,779","$1,578,852"
55,NY,Interfaith Medical Center,Brooklyn,243,"5,426","36,971","$469,735"
56,NY,Ira Davenport Memorial Hospital,Bath,120,166,507,"$77,869"
57,NY,Jack D. Weiler Hospital,Bronx,0,0,0,$0
58,NY,Jamaica Hospital Medical Center,Jamaica,546,"13,640","80,188","$1,029,653"
59,NY,James J. Peters Department of Veterans Affairs Medical Center,Bronx,0,0,0,$0
60,NY,Jones Memorial Hospital,Wellsville,49,"1,653","6,882","$134,209"
61,NY,Keller Army Community Hospital,West Point,0,0,0,$0
62,NY,Kenmore Mercy Hospital,Kenmore,344,"5,315","27,044","$384,707"
63,NY,Lenox Hill Hospital,New York,442,"26,189","112,925","$4,565,065"
64,NY,Long Island Jewish Forest Hills Hospital,Forest Hills,227,"15,009","75,691","$1,030,735"
65,NY,Long Island Jewish Medical Center,New Hyde Park,"1,512","67,844","377,780","$11,722,208"
66,NY,Long Island Jewish Valley Stream,Valley Stream,337,"8,102","37,882","$750,801"
67,NY,Lourdes Hospital,Binghamton,175,"9,057","49,381","$1,363,729"
68,NY,Maimonides Medical Center,Brooklyn,711,"32,048","181,884","$4,460,434"
69,NY,Maimonides Midwood Community Hospital,Brooklyn,134,"6,115","36,520","$330,793"
70,NY,Margaret Cochran Corbin VA Campus,New York,0,0,0,$0
71,NY,Massena Hospital,Massena,25,"1,106","4,103","$131,475"
72,NY,Mather Hospital,Port Jefferson,248,"8,937","43,648","$1,371,271"
73,NY,Memorial Sloan Kettering Cancer Center,New York,514,"24,167","171,350","$10,521,079"
74,NY,Mercy Hospital of Buffalo,Buffalo,473,"16,113","86,233","$892,408"
75,NY,Midhudson Regional Hospital,Poughkeepsie,243,"5,805","34,600","$437,716"
76,NY,Millard Fillmore Suburban Hospital,Williamsville,0,0,0,$0
77,NY,Monroe Community Hospital,Rochester,571,0,0,"$670,293"
78,NY,Montefiore Hospital- Moses Campus,Bronx,"1,497","73,728","443,208","$16,055,429"
79,NY,Montefiore Mount Vernon Hospital,Mount Vernon,85,"1,374","5,043","$177,230"
80,NY,Montefiore New Rochelle Hospital,New Rochelle,291,"5,397","29,381","$482,083"
81,NY,Montefiore Nyack Hospital,Nyack,251,"10,074","60,053","$1,397,617"
82,NY,Montefiore St. Luke's Cornwall,Newburgh,193,"9,469","48,461","$1,157,397"
83,NY,Montefiore Wakefield Campus,Bronx,345,"13,485","83,657","$647,213"
84,NY,Montefiore Westchester Square Campus,Bronx,140,"2,929","20,347","$108,653"
85,NY,Mount Saint Mary's Hospital,Lewiston,175,"4,390","31,020","$193,811"
86,NY,Mount Sinai Brooklyn,Brooklyn,0,0,0,$0
87,NY,Mount Sinai Queens,Astoria,235,"9,108","60,818","$129,731"
88,NY,Mount Sinai Beth Israel,New York,505,"18,300","119,544","$3,682,076"
89,NY,Mount Sinai Morningside,New York,793,"32,042","195,232","$5,172,235"
90,NY,Mount Sinai South Nassau,Oceanside,368,"17,763","100,204","$3,636,175"
91,NY,Mount Sinai West,New York,0,0,0,$0
92,NY,MVHS - St. Luke's Campus,Utica,288,"10,824","60,384","$1,174,248"
93,NY,MVHS - Faxton Campus,Utica,0,0,0,$0
94,NY,Nassau University Medical Center,East Meadow,"1,049","15,725","77,943","$1,291,961"
95,NY,Nathan Littauer Hospital,Gloversville,142,"2,126","8,862","$330,285"
96,NY,New York Presbyterian/Columbia University Irving Medical Center,New York,0,0,0,$0
97,NY,New York Presbyterian/Weill Cornell Medical Center,New York,"2,696","108,714","749,255","$24,974,802"
98,NY,Newark-Wayne Community Hospital,Newark,297,"4,613","20,285","$265,074"
