,State,Hospital_Name,City,Staffed_Beds,Total_Discharges,Patient_Days,Gross_Patient_Revenue,Longitude,Latitude,Full_Address,fips_code,county_name
1937,MO,University Health Lakewood Medical Center,Kansas City,305,3966,20750,324349,-94.3949087,38.9750259,"7900 Lee's Summit Rd, Kansas City, MO 64139, USA",29095,Jackson County
1938,MO,University Health Truman Medical Center,Kansas City,248,11211,75052,909541,-94.57521249999999,39.0841581,"2301 Holmes St, Kansas City, MO 64108, USA",29095,Jackson County
1939,MO,University Hospital,Columbia,613,25444,144830,7757415,-92.3274421,38.9385546,"1 Hospital Dr, Columbia, MO 65212, USA",29019,Boone County
1940,MO,Western Missouri Medical Center,Warrensburg,59,2360,9613,303428,-93.7225965,38.76580149999999,"403 Burkarth Rd, Warrensburg, MO 64093, USA",29101,Johnson County
1941,MO,Women's and Children's Hospital,Columbia,98,6077,27099,285682,-92.28839099999999,38.957583,"404 N Keene St, Columbia, MO 65201, USA",29019,Boone County
1943,MS,81st Medical Group - Keesler Medical Center,Keesler Air Force Base,0,0,0,0,-88.9262262,30.409731,"Meadows Drive &, Chappie James Ave, Biloxi, MS, USA",28047,Harrison County
1944,MS,Alliance Health Center,Meridian,154,912,5585,82038,-88.67600460000001,32.4093771,"5000 MS-39, Meridian, MS 39301, USA",28075,Lauderdale County
1945,MS,Alliance Healthcare Hospital,Holly Springs,0,0,0,0,-89.41672679999999,34.7871352,"1430 MS-4, Holly Springs, MS 38635, USA",28093,Marshall County
1946,MS,Anderson Regional Medical Center,Meridian,270,8003,37979,761876,-88.69958419999999,32.3713659,"2124 14th St, Meridian, MS 39301, USA",28075,Lauderdale County
1947,MS,Anderson Regional Medical Center South,Meridian,69,1,1,53840,-88.69905059999999,32.3680218,"1102 Constitution Ave, Meridian, MS 39301, USA",28075,Lauderdale County
1948,MS,Baptist Memorial Hospital - Booneville,Booneville,42,641,2968,88181,-88.56571509999999,34.6578679,"100 Hospital Dr, Booneville, MS 38829, USA",28117,Prentiss County
1949,MS,Baptist Memorial Hospital - DeSoto,Southaven,341,14578,80710,1596849,-89.99696229999999,34.9697503,"7601 Southcrest Pkwy, Southaven, MS 38671, USA",28033,DeSoto County
1950,MS,Baptist Memorial Hospital - Golden Triangle,Columbus,211,7172,30238,952708,-88.4277383,33.525722,"2520 5th St N, Columbus, MS 39705, USA",28087,Lowndes County
1951,MS,Baptist Memorial Hospital - North Mississippi,Oxford,208,12257,49370,1053862,-89.52959709999999,34.3481541,"1100 Belk Blvd, Oxford, MS 38655, USA",28071,Lafayette County
1952,MS,Baptist Memorial Hospital - Union County,New Albany,90,3203,11389,370513,-89.0280221,34.4977969,"200 Hwy 30 W, New Albany, MS 38652, USA",28145,Union County
1953,MS,Beacham Memorial Hospital,Magnolia,31,104,402,8297,-90.45965860000001,31.1458091,"205 N Cherry St, Magnolia, MS 39652, USA",28113,Pike County
1954,MS,Bolivar Medical Center,Cleveland,164,1950,8616,329645,-90.7086263,33.7490069,"901 MS-8, Cleveland, MS 38732, USA",28011,Bolivar County
1955,MS,Choctaw Hospital,Choctaw,20,144,1059,0,-89.1830866,32.7810253,"214 Frog Level Rd, Philadelphia, MS 39350, USA",28099,Neshoba County
1956,MS,Conerly Critical Care Hospital - UMMC,Jackson,0,0,0,0,-90.1848103,32.2987573,"Jackson, MS, USA",28049,Hinds County
1957,MS,Delta Health System West Campus,Greenville,113,2861,10753,115156,-91.0352789,33.4106927,"1400 E Union St, Greenville, MS 38703, USA",28151,Washington County
1958,MS,Delta Regional Medical Center,Greenville,161,4848,26689,383967,-91.0377029,33.399661,"Greenville, MS, USA",28151,Washington County
1959,MS,Forrest General Hospital,Hattiesburg,481,20722,112607,1568228,-89.329306,31.3182211,"6051 US 49, Hattiesburg, MS 39401, USA",28035,Forrest County
1960,MS,G.V. (Sonny) Montgomery Department of Veterans Affairs Medical Center,Jackson,0,0,0,0,-90.1672536,32.3281472,"1500 E Woodrow Wilson Ave, Jackson, MS 39216, USA",28049,Hinds County
1961,MS,George Regional Hospital,Lucedale,39,809,3355,82043,-88.59398209999999,30.9220278,"859 Winter St, Lucedale, MS 39452, USA",28039,George County
1962,MS,Greenwood Leflore Hospital,Greenwood,193,3178,15933,308520,-90.2010225,33.5176844,"1401 River Rd, Greenwood, MS 38930, USA",28083,Leflore County
1963,MS,Gulf Coast Veterans Health Care System,Biloxi,0,0,0,0,-88.94164479999999,30.4148378,"400 Veterans Ave, Biloxi, MS 39531, USA",28047,Harrison County
1964,MS,Highland Community Hospital,Picayune,49,1312,5967,157073,-89.6651761,30.5500597,"130 Highland Pkwy, Picayune, MS 39466, USA",28109,Pearl River County
1965,MS,Highland Hills Medical Center,Senatobia,0,0,0,0,-89.95588980000001,34.6247639,"401 Getwell Dr, Senatobia, MS 38668, USA",28137,Tate County
1966,MS,Jasper General Hospital,Bay Springs,20,11,42,19954,-89.29118199999999,31.9770036,"15A South, 6th St, Bay Springs, MS 39422, USA",28061,Jasper County
1967,MS,Jefferson County Hospital and Behavioral Health Unit,Fayette,30,70,831,14629,-91.0606607,31.7115534,"Fayette, MS 39069, USA",28063,Jefferson County
1968,MS,King's Daughters Medical Center,Brookhaven,22,2145,6820,280278,-90.4580355,31.5890652,"427 US-51, Brookhaven, MS 39601, USA",28085,Lincoln County
1969,MS,Magee General Hospital,Magee,44,553,2296,62872,-89.7286847,31.87101969999999,"300 3rd Ave SE, Magee, MS 39111, USA",28127,Simpson County
1970,MS,Magnolia Regional Health Center,Corinth,177,5957,26837,743710,-88.55998,34.935485,"611 Alcorn Dr, Corinth, MS 38834, USA",28003,Alcorn County
1971,MS,Marion General Hospital,Columbia,49,503,2687,47707,-89.80572649999999,31.2558955,"1560 Sumrall Rd, Columbia, MS 39429, USA",28091,Marion County
1972,MS,Memorial Hospital Gulfport,Gulfport,429,15075,74456,4870224,-89.0454793,30.3884216,"20 31st St, Gulfport, MS 39507, USA",28047,Harrison County
1973,MS,Merit Health Biloxi,Biloxi,363,3525,13836,1016825,-88.8897616,30.395838,"150 Reynoir St, Biloxi, MS 39530, USA",28047,Harrison County
1974,MS,Merit Health Central,Jackson,291,5081,29729,1814132,-90.2545225,32.2876386,"1850 Chadwick Dr, Jackson, MS 39204, USA",28049,Hinds County
1975,MS,Merit Health Madison,Canton,67,839,4474,302362,-90.0830768,32.5813311,"161 River Oaks Drive, Canton, MS 39046, USA",28089,Madison County
1976,MS,Merit Health Natchez,Natchez,179,2659,12636,572034,-91.39133009999999,31.5276507,"54 Sergeant Prentiss Dr, Natchez, MS 39120, USA",28001,Adams County
1977,MS,Merit Health Rankin,Brandon,82,1002,5363,382898,-90.03460249999999,32.2865177,"350 Crossgates Blvd, Brandon, MS 39042, USA",28121,Rankin County
1978,MS,Merit Health River Oaks,Flowood,158,4582,18777,1392754,-90.1052711,32.3255013,"1030 River Oaks Dr, Flowood, MS 39232, USA",28121,Rankin County
1979,MS,Merit Health River Region,Vicksburg,193,4880,30208,1010745,-90.82479359999999,32.3744933,"2100 US-61, Vicksburg, MS 39183, USA",28149,Warren County
1980,MS,Merit Health Wesley,Hattiesburg,158,7196,36532,1502822,-89.29033919999999,31.3271189,"Hattiesburg, MS, USA",28035,Forrest County
1981,MS,Merit Health Woman's Hospital,Jackson,34,1199,4337,249887,-90.1014761,32.329577,"1026 N Flowood Dr, Flowood, MS 39232, USA",28121,Rankin County
1982,MS,Methodist Olive Branch Hospital,Olive Branch,57,4515,17821,403774,-89.7920343,34.9225699,"4250 Bethel Rd, Olive Branch, MS 38654, USA",28033,DeSoto County
1983,MS,Methodist Rehabilitation Center,Jackson,124,0,0,104476,-90.1721218,32.3281997,"1350 E Woodrow Wilson Ave, Jackson, MS 39216, USA",28049,Hinds County
1984,MS,Mississippi Baptist Medical Center,Jackson,428,17998,116252,2093689,-90.1791989,32.314557,"1225 N State St, Jackson, MS 39202, USA",28049,Hinds County
1985,MS,Neshoba General,Philadelphia,193,749,2464,90361,-89.1064866,32.7570462,"1001 Holland Ave, Philadelphia, MS 39350, USA",28099,Neshoba County
1986,MS,NMMC Women's Hospital,Tupelo,0,0,0,0,-88.7167644,34.2321755,"4566 S Eason Blvd, Tupelo, MS 38801, USA",28081,Lee County
1987,MS,North Mississippi Medical Center - Eupora,Eupora,38,668,2368,68581,-89.26644979999999,33.5340453,"70 Medical Plz, Eupora, MS 39744, USA",28155,Webster County
1988,MS,North Mississippi Medical Center - Iuka,Iuka,48,684,2416,66046,-88.2083706,34.8017168,"1777 Curtis Dr, Iuka, MS 38852, USA",28141,Tishomingo County
1989,MS,North Mississippi Medical Center - Tupelo,Tupelo,624,19228,108448,2991561,-88.71618959999999,34.2423015,"830 S Gloster St, Tupelo, MS 38801, USA",28081,Lee County
1990,MS,North Mississippi Medical Center - West Point,West Point,49,1032,3957,189270,-88.66239259999999,33.6194894,"150 Medical Center Dr, West Point, MS 39773, USA",28025,Clay County
1991,MS,North Mississippi Medical Center Gilmore - Amory,Amory,94,1939,9640,225226,-88.4765805,33.9765019,"1105 Earl Frye Blvd, Amory, MS 38821, USA",28095,Monroe County
1992,MS,Northwest Regional,Clarksdale,181,1607,8638,245168,-90.5709323,34.2001086,"Clarksdale, MS, USA",28027,Coahoma County
1993,MS,Ocean Springs Hospital,Ocean Springs,0,0,0,0,-88.78080800000001,30.41407479999999,"3109 Bienville Blvd, Ocean Springs, MS 39564, USA",28059,Jackson County
1994,MS,OCH Regional Medical Center,Starkville,88,1347,8639,199141,-88.820645,33.4760291,"400 Hospital Rd, Starkville, MS 39759, USA",28105,Oktibbeha County
1995,MS,Ochsner Medical Center - Hancock,Bay Saint Louis,49,939,4071,120694,-89.3544431,30.3171944,"149 Drinkwater Rd, Bay St Louis, MS 39520, USA",28045,Hancock County
1996,MS,Ochsner Rush Medical Center,Meridian,191,5731,22099,431473,-88.6975456,32.3705122,"1314 19th Ave, Meridian, MS 39301, USA",28075,Lauderdale County
1997,MS,Panola Medical Center,Batesville,67,1581,6148,128694,-89.91456889999999,34.3061127,"303 Medical Center Dr, Batesville, MS 38606, USA",28107,Panola County
1998,MS,Pascagoula Hospital,Pascagoula,398,13509,67848,2656183,-88.5347398,30.3734176,"Hospital Rd, Pascagoula, MS, USA",28059,Jackson County
1999,MS,Patients Choice Medical Center of Smith County,Raleigh,29,2,84,2196,-89.52229109999999,32.033488,"Raleigh, MS 39153, USA",28129,Smith County
2000,MS,Saint Dominic Hospital,Jackson,552,47094,119536,1736718,-90.1646451,32.3329175,"969 Lakeland Dr, Jackson, MS 39216, USA",28049,Hinds County
2001,MS,Singing River Gulfport,Gulfport,130,3792,16274,1094173,-89.0928155,30.3674198,"Gulfport, MS, USA",28047,Harrison County
2002,MS,South Central Regional Medical Center,Laurel,268,5440,37158,404768,-89.1408701,31.6850694,"1220 Jefferson St, Laurel, MS 39440, USA",28067,Jones County
2003,MS,South Sunflower County Hospital,Indianola,46,664,2548,47056,-90.6495666,33.4576013,"121 E Baker St, Indianola, MS 38751, USA",28133,Sunflower County
2004,MS,Southwest Mississippi Regional Medical Center,McComb,97,3543,15879,414504,-90.47373189999999,31.2507724,"215 Marion Ave, McComb, MS 39648, USA",28113,Pike County
2005,MS,Trace Regional Hospital,Houston,108,15,41,24244,-88.9852889,33.894232,"1002 E Madison St, Houston, MS 38851, USA",28017,Chickasaw County
2006,MS,UMMC Grenada,Grenada,49,1611,8424,168276,-89.81808699999999,33.763617,"960 Avent Drive, N Main St #3, Grenada, MS 38901, USA",28043,Grenada County
2007,MS,University of Mississippi Medical Center,Jackson,698,28215,219371,3708459,-90.171256,32.3308034,"2500 N State St, Jackson, MS 39216, USA",28049,Hinds County
2008,MS,Wayne General Hospital,Waynesboro,49,1087,5510,65379,-88.633889,31.6731847,"950 Matthew Dr, Waynesboro, MS 39367, USA",28153,Wayne County
2009,MS,Whitfield Medical Surgical Hospital,Whitfield,32,150,1488,0,-90.066221,32.245541,"Jackson, MS 39208, USA",28121,Rankin County
2010,MS,Winston Medical Center,Louisville,120,332,1352,43274,-89.03666079999999,33.1242969,"17550 E Main St, Louisville, MS 39339, USA",28159,Winston County
2011,MS,Wiser Hospital for Women and Infants - UMMC,Jackson,0,0,0,0,-90.171256,32.3308034,"2500 N State St, Jackson, MS 39216, USA",28049,Hinds County
2012,MS,Yalobusha General Hospital,Water Valley,26,258,786,41521,-89.64209919999999,34.1313575,"630 S Main St, Water Valley, MS 38965, USA",28161,Yalobusha County
2013,MT,Benefis East Campus,Great Falls,478,10859,58633,1342203,-111.2609395,47.4913647,"1101 26th St S, Great Falls, MT 59405, USA",30013,Cascade County
2014,MT,Benefis West Campus,Great Falls,0,0,0,0,-111.29813,47.48805,"Benefis West (Great Falls), Great Falls, MT 59405, USA",30013,Cascade County
2015,MT,Billings Clinic Hospital,Billings,299,14908,87717,1298786,-108.512958,45.7894434,"2800 10th Ave N, Billings, MT 59101, USA",30111,Yellowstone County
2016,MT,Blackfeet Community Hospital,Browning,26,363,1545,0,-113.019753,48.56572920000001,"760 Blackweasel Rd, Browning, MT 59417, USA",30035,Glacier County
2017,MT,Bozeman Health Deaconess Hospital,Bozeman,124,6667,30317,737340,-111.019943,45.6699625,"915 Highland Blvd, Bozeman, MT 59715, USA",30031,Gallatin County
2018,MT,Community Medical Center,Missoula,151,4953,22385,586140,-114.0475294,46.8470236,"2827 Fort Missoula Rd, Missoula, MT 59804, USA",30063,Missoula County
2019,MT,Fort Harrison VA Medical Center,Fort Harrison,0,0,0,0,-110.3625658,46.8796822,"Montana, USA",30045,Judith Basin County
2020,MT,Great Falls Clinic Hospital,Great Falls,20,1360,5040,334632,-111.2555582,47.48782449999999,"3010 15th Ave S, Great Falls, MT 59405, USA",30013,Cascade County
2021,MT,Logan Health Medical Center,Kalispell,331,8120,47658,1061221,-114.3236774,48.2147675,"310 Sunnyview Ln, Kalispell, MT 59901, USA",30029,Flathead County
2022,MT,Montana Children's,Kalispell,0,0,0,0,-114.3147168,48.2011455,"E Montana St, Kalispell, MT 59901, USA",30029,Flathead County
2023,MT,Northern Montana Hospital,Havre,184,1002,3751,151614,-109.6855634,48.53800769999999,"30 13th St, Havre, MT 59501, USA",30041,Hill County
2024,MT,Providence Saint Patrick Hospital,Missoula,209,9753,52546,809903,-113.9998781,46.8752657,"500 W Broadway St, Missoula, MT 59802, USA",30063,Missoula County
2025,MT,Saint Vincent Healthcare,Billings,221,10934,54774,1342105,-108.5186567,45.7938165,"Saint Vincent Healthcare Helipad, 1233 N 29th St, Billings, MT 59101, USA",30111,Yellowstone County
2026,MT,St. James Healthcare,Butte,69,3279,15814,469080,-112.5457288,46.008521,"400 S Clark St, Butte, MT 59701, USA",30093,Silver Bow County
2027,MT,St. Peter's Health Regional Medical Center,Helena,125,5950,26437,545383,-111.9958149,46.5849154,"2550 E Broadway St, Helena, MT 59601, USA",30049,Lewis and Clark County
2028,NC,AdventHealth Hendersonville,Hendersonville,98,3734,17102,768861,-82.48821579999999,35.3899093,"100 Hospital Dr, Hendersonville, NC 28792, USA",37089,Henderson County
2029,NC,Atrium Health Anson,Wadesboro,15,609,1873,108204,-80.1100171,34.9776878,"2301 US-74, Wadesboro, NC 28170, USA",37007,Anson County
2030,NC,Atrium Health Cabarrus,Concord,457,27471,133256,2986715,-80.6020008,35.4366428,"920 Church St N, Concord, NC 28025, USA",37025,Cabarrus County
2031,NC,Atrium Health Cleveland,Shelby,308,13653,65880,1381713,-81.53684410000001,35.3020407,"201 E Grover St, Shelby, NC 28150, USA",37045,Cleveland County
2032,NC,"Atrium Health Kings Mountain, a facility of Atrium Health Cleveland",Kings Mountain,62,1717,7226,220434,-81.3566989,35.2414858,"706 W King St, Kings Mountain, NC 28086, USA",37045,Cleveland County
2033,NC,Atrium Health Lincoln,Lincolnton,101,5212,24554,665864,-81.2031958,35.4898785,"433 McAlister Rd, Lincolnton, NC 28092, USA",37109,Lincoln County
2034,NC,Atrium Health Mercy,Charlotte,0,0,0,0,-80.82095450000001,35.21005,"2001 Vail Ave, Charlotte, NC 28207, USA",37119,Mecklenburg County
2035,NC,Atrium Health Pineville,Charlotte,391,17339,86455,2106162,-80.8721133,35.09213769999999,"10628 Park Rd, Charlotte, NC 28210, USA",37119,Mecklenburg County
2036,NC,Atrium Health Stanly,Albemarle,109,3829,17218,470599,-80.19500370000002,35.3644974,"301 Yadkin St, Albemarle, NC 28001, USA",37167,Stanly County
2037,NC,Atrium Health Union,Monroe,182,8954,49569,1149821,-80.5225735,34.9756436,"600 Hospital Dr, Monroe, NC 28112, USA",37179,Union County
2038,NC,Atrium Health Union West,Matthews,0,0,0,0,-80.6758979,35.0950838,"1000 Healing Wy, Matthews, NC 28104, USA",37179,Union County
2039,NC,Atrium Health University City,Charlotte,100,7177,38017,1066108,-80.7472512,35.3066306,"8800 N Tryon St, Charlotte, NC 28262, USA",37119,Mecklenburg County
2040,NC,Atrium Health Wake Forest Baptist Medical Center,Winston-Salem,888,38674,223796,7336783,-80.2691631,36.0901719,"1 Medical Center Blvd, Winston-Salem, NC 27157, USA",37067,Forsyth County
2041,NC,Atrium Health Wake Forest Baptist Wilkes Medical Center,North Wilkesboro,87,3267,13292,354723,-81.1580542,36.1592309,"1370 W D St, North Wilkesboro, NC 28659, USA",37193,Wilkes County
2042,NC,Betsy Johnson Regional Hospital,Dunn,126,5593,27856,465399,-78.634739,35.307153,"800 Tilghman Dr, Dunn, NC 28334, USA",37085,Harnett County
2043,NC,Brenner Children's Wake Forest Baptist Health,Winston-Salem,0,0,0,0,-80.27138699999999,36.0902761,"1 Medical Center Blvd, Winston-Salem, NC 27157, USA",37067,Forsyth County
2044,NC,Caldwell Memorial Hospital,Lenoir,137,4466,30477,508346,-81.53546519999999,35.9106099,"321 Mulberry St SW, Lenoir, NC 28645, USA",37027,Caldwell County
2045,NC,Cape Fear Valley Medical Center,Fayetteville,685,30881,172600,2927395,-78.9335337,35.0317554,"1638 Owen Dr, Fayetteville, NC 28304, USA",37051,Cumberland County
2046,NC,Carolina Center For Specialty Surgery,Charlotte,0,0,0,0,-80.8351665,35.2020033,"1822 Brunswick Ave, Charlotte, NC 28207, USA",37119,Mecklenburg County
2047,NC,CarolinaEast Medical Center,New Bern,332,12103,64548,1516729,-77.0672395,35.1139556,"2000 Neuse Blvd, New Bern, NC 28560, USA",37049,Craven County
2048,NC,Carolinas Medical Center,Charlotte,1279,59326,353130,10581433,-80.8388497,35.2035775,"1000 Blythe Blvd, Charlotte, NC 28203, USA",37119,Mecklenburg County
2049,NC,CaroMont Regional Medical Center - Gastonia,Gastonia,396,22154,125002,2463746,-81.14024289999999,35.2727554,"2525 Court Dr, Gastonia, NC 28054, USA",37071,Gaston County
2050,NC,Carteret Health Care,Morehead City,99,5806,24998,496161,-76.75541,34.7262591,"3500 Arendell St, Morehead City, NC 28557, USA",37031,Carteret County
2051,NC,Catawba Valley Medical Center,Hickory,258,11344,45289,1247464,-81.26727850000002,35.71394660000001,"810 Fairgrove Church Rd SE, Hickory, NC 28602, USA",37035,Catawba County
2052,NC,Central Carolina Hospital,Sanford,127,3003,13396,420483,-79.18716359999999,35.4688878,"1135 Carthage St, Sanford, NC 27330, USA",37105,Lee County
2053,NC,Central Harnett Hospital,Lillington,0,0,0,0,-78.80839519999999,35.4252771,"215 Brightwater Dr, Lillington, NC 27546, USA",37085,Harnett County
2054,NC,Central Prison Hospital,Raleigh,0,0,0,0,-78.6554932,35.7775454,"1300 Western Blvd, Raleigh, NC 27606, USA",37183,Wake County
2055,NC,Charles George Department of Veterans Affairs Medical Center,Asheville,0,0,0,0,-82.4847006,35.5884748,"Veterans Affairs Medical Center at Tunnel Rd, Asheville, NC 28805, USA",37021,Buncombe County
2056,NC,Cherokee Indian Hospital Authority,Cherokee,34,703,3174,0,-83.3232508,35.4844899,"1 Hospital Rd, Cherokee, NC 28719, USA",37173,Swain County
2057,NC,Columbus Regional Healthcare System,Whiteville,154,3315,19413,389460,-78.6948111,34.3376467,"500 Jefferson St, Whiteville, NC 28472, USA",37047,Columbus County
2058,NC,Cone Health Alamance Regional Medical Center,Burlington,220,10095,48852,992782,-79.5021812,36.06095250000001,"1240 Huffman Mill Rd, Burlington, NC 27215, USA",37001,Alamance County
2059,NC,Cone Health Annie Penn Hospital,Reidsville,152,3661,15686,86584,-79.6676253,36.353285,"inside Annie Penn Hospital, 618 S Main St, Reidsville, NC 27320, USA",37157,Rockingham County
2060,NC,Cone Health Wesley Long Hospital,Greensboro,0,0,0,0,-79.8261351,36.0830882,"2400 W Friendly Ave, Greensboro, NC 27403, USA",37081,Guilford County
2061,NC,Cone Health Women's and Children's Center at Moses Cone Hospital,Greensboro,0,0,0,0,-79.7876995,36.0906584,"1121 North Church Street Entrance C, Greensboro, NC 27401, USA",37081,Guilford County
2062,NC,Davis Regional Medical Center,Statesville,144,644,10113,275160,-80.82918959999999,35.818648,"218 Old Mocksville Rd, Statesville, NC 28625, USA",37097,Iredell County
2063,NC,Duke Raleigh Hospital,Raleigh,186,9386,54127,2331740,-78.6184277,35.8278039,"3400 Wake Forest Rd, Raleigh, NC 27609, USA",37183,Wake County
2064,NC,Duke Regional Hospital,Durham,373,14480,81898,1390750,-78.9004317,36.0366195,"3643 N Roxboro St, Durham, NC 27704, USA",37063,Durham County
2065,NC,Duke University Hospital,Durham,1048,40515,327639,9317259,-78.93842719999999,36.0075097,"2301 Erwin Rd, Durham, NC 27710, USA",37063,Durham County
2066,NC,Durham VA Medical Center,Durham,0,0,0,0,-78.9385346,36.009541,"508 Fulton St, Durham, NC 27705, USA",37063,Durham County
2067,NC,"ECU Health Beaufort Hospital, a campus of ECU Health Medical Center",Washington,83,3328,14952,234164,-77.03827,35.5494132,"628 E 12th St, Washington, NC 27889, USA",37013,Beaufort County
2068,NC,ECU Health Duplin Hospital,Kenansville,49,2491,11374,152767,-77.9619974,34.9651262,"401 N Main St, Kenansville, NC 28349, USA",37061,Duplin County
2069,NC,ECU Health Edgecombe Hospital,Tarboro,117,2568,12976,242430,-77.5557638,35.9210954,"111 Hospital Dr, Tarboro, NC 27886, USA",37065,Edgecombe County
2070,NC,ECU Health Maynard Children's Hospital,Greenville,0,0,0,0,-77.4048413,35.6060387,"2100 Stantonsburg Rd, Greenville, NC 27834, USA",37147,Pitt County
2071,NC,ECU Health Medical Center,Greenville,1140,41818,239580,3468798,-77.3663538,35.612661,"Greenville, NC, USA",37147,Pitt County
2072,NC,ECU Health North Hospital,Roanoke Rapids,114,3656,21298,248930,-77.6462744,36.4322466,"250 Smith Church Rd, Roanoke Rapids, NC 27870, USA",37083,Halifax County
2073,NC,ECU Health Roanoke-Chowan Hospital,Ahoskie,98,2768,14917,215410,-76.99488199999999,36.2855339,"500 S Academy St, Ahoskie, NC 27910, USA",37091,Hertford County
2074,NC,Fayetteville VA Medical Center,Fayetteville,0,0,0,0,-78.8767708,35.0883153,"2300 Ramsey St, Fayetteville, NC 28301, USA",37051,Cumberland County
2075,NC,FirstHealth Moore Regional Hospital,Pinehurst,449,20522,103275,3190617,-79.45701369999999,35.206227,"155 Memorial Dr, Pinehurst, NC 28374, USA",37125,Moore County
2076,NC,FirstHealth Moore Regional Hospital-Hoke Campus,Raeford,0,0,0,0,-79.1495183,35.0209173,"6408 Fayetteville Rd, Raeford, NC 28376, USA",37093,Hoke County
2077,NC,FirstHealth Moore Regional Hospital-Richmond,Rockingham,141,3427,12150,116192,-79.7502202,34.9287875,"925 S Long Dr, Rockingham, NC 28379, USA",37153,Richmond County
2078,NC,Frye Regional Medical Center,Hickory,355,6511,34725,1559789,-81.3370193,35.7375114,"420 N Center St, Hickory, NC 28601, USA",37035,Catawba County
2079,NC,Granville Medical Center,Oxford,122,1558,6702,289237,-78.5908345,36.3107004,"Oxford, NC 27565, USA",37077,Granville County
2080,NC,Harris Regional Hospital,Sylva,82,2469,12830,478593,-83.20245899999999,35.3859383,"68 Hospital Rd, Sylva, NC 28779, USA",37099,Jackson County
2081,NC,Haywood Regional Medical Center,Clyde,154,3583,17375,588400,-82.9426618,35.5253483,"262 Leroy George Dr, Clyde, NC 28721, USA",37087,Haywood County
2082,NC,High Point Medical Center,High Point,304,14179,60877,1405686,-80.0144036,35.9623143,"601 N Elm St, High Point, NC 27262, USA",37081,Guilford County
2083,NC,Hoke Hospital,Raeford,41,1733,5447,259002,-79.1072909,35.0298766,"210 Medical Pavilion Dr, Raeford, NC 28376, USA",37093,Hoke County
2084,NC,Hugh Chatham Memorial Hospital,Elkin,81,3025,13433,404379,-80.8379503,36.2616906,"180 Parkwood Dr, Elkin, NC 28621, USA",37171,Surry County
2085,NC,Iredell Memorial Hospital,Statesville,203,7327,36809,879676,-80.8883291,35.7846006,"Statesville, NC, USA",37097,Iredell County
2086,NC,Johnston Health Smithfield,Smithfield,199,11473,47291,1283815,-78.33397049999999,35.5141538,"509 N Brightleaf Blvd, Smithfield, NC 27577, USA",37101,Johnston County
2087,NC,Lake Norman Regional Medical Center,Mooresville,123,3917,14666,844323,-80.85416149999999,35.5492681,"171 Fairview Rd, Mooresville, NC 28117, USA",37097,Iredell County
2088,NC,Lenoir UNC Health Care,Kinston,199,4548,27293,316393,-77.5838125,35.2905824,"100 Airport Rd, Kinston, NC 28501, USA",37107,Lenoir County
2089,NC,Lexington Medical Center,Lexington,70,3237,14123,431280,-80.2533838,35.8240265,"Lexington, NC, USA",37057,Davidson County
2090,NC,Maria Parham Medical Center,Henderson,135,3721,19416,602429,-78.449204,36.3309265,"511 Ruin Creek Rd Suite 103, Henderson, NC 27536, USA",37181,Vance County
2091,NC,Martin General Hospital,Williamston,43,704,4238,162678,-77.0723481,35.8395953,"310 S McCaskey Rd, Williamston, NC 27892, USA",37117,Martin County
2092,NC,Mission Hospital,Asheville,815,42734,228342,5008004,-82.5514869,35.5950581,"Asheville, NC, USA",37021,Buncombe County
2093,NC,Mission Hospital McDowell,Marion,30,1994,7811,254010,-82.0279904,35.6635353,"430 Rankin Dr, Marion, NC 28752, USA",37111,McDowell County
2094,NC,Mission Saint Joseph Campus,Asheville,0,0,0,0,-82.6274522,35.5543937,"25 Selwyn Rd, Asheville, NC 28806, USA",37021,Buncombe County
2095,NC,Nash General Hospital,Rocky Mount,345,11701,55753,1104959,-77.85235360000001,35.9761945,"2460 Curtis Ellis Dr, Rocky Mount, NC 27804, USA",37127,Nash County
2096,NC,Naval Hospital Camp Lejeune,Camp Lejeune,0,0,0,0,-77.3585386,34.7230797,"100 Brewster Blvd, Camp Lejeune, NC 28547, USA",37133,Onslow County
2097,NC,North Carolina Specialty Hospital,Durham,18,646,1749,154431,-78.8968709,36.0429701,"3916 Ben Franklin Blvd, Durham, NC 27704, USA",37063,Durham County
2098,NC,Northern Regional Hospital,Mount Airy,133,3805,17820,254534,-80.61189100000001,36.488967,"830 Rockford St, Mt Airy, NC 27030, USA",37171,Surry County
2099,NC,Novant Health Brunswick Medical Center,Bolivia,59,4070,18958,535312,-78.260516,34.031554,"240 Hospital Dr, Bolivia, NC 28422, USA",37019,Brunswick County
2100,NC,Novant Health Charlotte Orthopaedic Hospital,Charlotte,80,3449,8860,299094,-80.8235582,35.2105214,"1901 Randolph Rd, Charlotte, NC 28207, USA",37119,Mecklenburg County
2101,NC,Novant Health Forsyth Medical Center,Winston-Salem,924,35071,239966,4626868,-80.29628459999999,36.0765774,"3333 Silas Creek Pkwy, Winston-Salem, NC 27103, USA",37067,Forsyth County
2102,NC,Novant Health Huntersville Medical Center,Huntersville,135,7305,34151,885658,-80.8605673,35.4062027,"10030 Gilead Rd, Huntersville, NC 28078, USA",37119,Mecklenburg County
2103,NC,Novant Health Kernersville Medical Center,Kernersville,0,0,0,0,-80.0438702,36.0911082,"1750 Kernersville Medical Pkwy, Kernersville, NC 27284, USA",37067,Forsyth County
